product,content,date_time,sentiment
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-08-28 06:37:16,neutral
OnePlus,I'm impressed with the build quality of the {}.,2016-08-10 22:13:25,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-09-16 02:35:05,positive
OnePlus,The {} is really sleek and fast.,2016-07-11 07:51:00,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",2016-08-01 17:20:35,neutral
Google Pixel,My {} is slower than expected.,2016-07-22 12:17:53,neutral
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-13 08:54:14,neutral
Samsung Galaxy,The {} keeps crashing. Frustrated!,2016-07-13 21:58:40,negative
Google Pixel,The display on the {} is okay.,2016-07-12 13:12:27,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-31 11:49:57,neutral
OnePlus,The camera quality on the {} is amazing.,2016-07-09 15:12:46,positive
Xiaomi,The phone's build quality feels cheap and fragile.,2016-08-05 15:34:02,negative
OnePlus,Experiencing connectivity issues with the {}.,2016-09-05 11:22:30,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-07-05 22:03:53,negative
Samsung Galaxy,The {} has exceeded my expectations!,2016-09-08 12:38:07,positive
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-07-06 06:12:45,neutral
iPhone,Why is my {} overheating?,2016-07-19 07:26:10,negative
Xiaomi,The {} is really sleek and fast.,2016-09-02 09:43:07,positive
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-14 09:59:04,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-26 15:39:21,neutral
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-08-02 16:48:38,negative
Samsung Galaxy,The {} keeps crashing. Frustrated!,2016-07-30 05:44:18,negative
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-08-06 07:12:34,negative
OnePlus,The {} is really sleek and fast.,2016-09-07 23:09:09,positive
Xiaomi,The {} is a great value for the price.,2016-08-08 07:47:31,positive
OnePlus,Experiencing connectivity issues with the {}.,2016-08-18 08:37:38,neutral
iPhone,Battery life on the {} is excellent.,2016-08-03 07:31:28,positive
Google Pixel,The {} is a great value for the price.,2016-09-06 08:46:57,positive
Xiaomi,My {} is slower than expected.,2016-07-13 16:20:01,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-09-08 10:52:45,negative
iPhone,The phone's build quality feels cheap and fragile.,2016-07-04 06:12:38,negative
Google Pixel,The {} is really sleek and fast.,2016-09-14 06:23:34,positive
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-09-15 00:48:14,negative
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-07-21 08:04:54,negative
Samsung Galaxy,The {} is a great value for the price.,2016-09-03 15:36:18,positive
OnePlus,Not too impressed with the {}. Expected more.,2016-09-20 10:17:41,neutral
iPhone,The {} has exceeded my expectations!,2016-08-14 11:33:14,positive
Google Pixel,"It's a good phone, but the speaker isn't very loud.",2016-09-10 13:04:14,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-09-19 04:09:21,neutral
Xiaomi,Not too impressed with the {}. Expected more.,2016-07-16 20:04:28,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",2016-09-29 15:44:52,positive
iPhone,The display on the {} is okay.,2016-09-06 23:15:31,neutral
Xiaomi,Battery life on the {} could be better.,2016-08-27 13:43:16,neutral
iPhone,I'm impressed with the build quality of the {}.,2016-09-15 06:33:56,positive
iPhone,"The camera quality is decent, but could be better.",2016-07-11 09:17:09,neutral
OnePlus,The phone's build quality feels cheap and fragile.,2016-09-02 05:52:31,negative
OnePlus,Why is my {} overheating?,2016-07-16 05:05:34,negative
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-09-13 22:01:23,neutral
Google Pixel,The camera on the {} is decent.,2016-09-21 10:46:08,neutral
Google Pixel,The camera quality on the {} is amazing.,2016-07-23 12:33:01,positive
iPhone,Experiencing connectivity issues with the {}.,2016-07-23 01:29:08,negative
Google Pixel,I'm impressed with the build quality of the {}.,2016-08-05 05:01:39,positive
Xiaomi,The {} has exceeded my expectations!,2016-08-24 16:16:33,positive
OnePlus,The phone's build quality feels cheap and fragile.,2016-07-06 02:52:37,negative
Google Pixel,I regret buying the {}. Not worth the money.,2016-08-27 06:21:30,negative
iPhone,The camera quality on the {} is amazing.,2016-07-03 03:47:43,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",2016-08-01 22:57:13,neutral
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,2016-07-26 01:31:34,negative
Xiaomi,I regret buying the {}. Not worth the money.,2016-09-14 17:04:03,negative
Google Pixel,The battery life of this phone is amazing! Lasts all day.,2016-08-20 16:39:16,positive
OnePlus,I hate how slow the phone gets after a few months.,2016-07-13 13:00:46,negative
OnePlus,Battery life on the {} could be better.,2016-07-05 20:49:55,neutral
Google Pixel,"The display is so vibrant and clear, absolutely love it!",2016-07-13 19:51:19,positive
Google Pixel,"It's a good phone, but the speaker isn't very loud.",2016-09-14 19:11:05,neutral
Google Pixel,I regret buying the {}. Not worth the money.,2016-08-26 19:24:45,negative
iPhone,Experiencing connectivity issues with the {}.,2016-07-17 04:23:25,negative
iPhone,Experiencing connectivity issues with the {}.,2016-09-08 17:13:29,negative
OnePlus,The {} keeps crashing. Frustrated!,2016-09-03 11:20:25,negative
iPhone,The camera quality on the {} is amazing.,2016-09-06 12:30:05,positive
iPhone,The display on the {} is okay.,2016-08-31 20:41:10,neutral
OnePlus,Having some issues with my {}. Anyone else?,2016-09-14 01:01:54,neutral
Google Pixel,Having some issues with my {}. Anyone else?,2016-08-18 15:10:44,neutral
OnePlus,The camera on the {} is decent.,2016-07-26 11:15:18,neutral
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,2016-07-26 22:28:34,negative
iPhone,Not too impressed with the {}. Expected more.,2016-08-05 17:15:01,neutral
OnePlus,My {} is slower than expected.,2016-08-12 17:54:28,negative
Google Pixel,Experiencing connectivity issues with the {}.,2016-07-15 11:29:50,neutral
OnePlus,My {} is slower than expected.,2016-08-05 09:49:19,neutral
Xiaomi,The battery life of this phone is amazing! Lasts all day.,2016-07-10 20:49:25,positive
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-07-07 04:40:45,negative
Samsung Galaxy,My {} is slower than expected.,2016-09-19 17:29:58,neutral
iPhone,"The camera quality is decent, but could be better.",2016-09-17 07:10:06,neutral
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",2016-07-05 09:46:02,neutral
Google Pixel,The display on the {} is okay.,2016-07-03 21:42:44,neutral
iPhone,My {} is slower than expected.,2016-07-29 06:32:47,negative
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-07-17 20:52:45,neutral
Google Pixel,Having some issues with my {}. Anyone else?,2016-08-24 23:08:01,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-09-27 02:38:44,neutral
Xiaomi,Not too impressed with the {}. Expected more.,2016-07-14 00:43:56,neutral
Google Pixel,Battery life on the {} could be better.,2016-07-03 18:06:28,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-08-04 14:15:19,negative
Xiaomi,My {} is slower than expected.,2016-07-29 11:55:50,neutral
iPhone,Why is my {} overheating?,2016-09-07 14:27:34,negative
iPhone,My {} runs all my apps smoothly.,2016-07-30 19:13:36,positive
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-31 10:38:16,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-09-12 02:22:26,neutral
Google Pixel,The display on the {} is okay.,2016-08-15 20:54:07,neutral
OnePlus,Experiencing connectivity issues with the {}.,2016-07-11 12:48:04,negative
iPhone,Experiencing connectivity issues with the {}.,2016-09-16 11:32:33,negative
Samsung Galaxy,The {} has exceeded my expectations!,2016-09-14 16:48:10,positive
Xiaomi,Really happy with the performance of my new {}.,2016-08-22 18:40:38,positive
Google Pixel,"The camera quality is decent, but could be better.",2016-09-13 16:47:20,neutral
Samsung Galaxy,I'm impressed with the build quality of the {}.,2016-08-27 14:42:27,positive
iPhone,Touchscreen on my {} is unresponsive at times.,2016-08-04 21:32:59,neutral
OnePlus,The camera on the {} is decent.,2016-07-09 12:37:19,neutral
Google Pixel,Why is my {} overheating?,2016-07-07 12:34:45,negative
iPhone,I'm impressed with the build quality of the {}.,2016-08-26 06:46:14,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-07-28 02:43:35,positive
Samsung Galaxy,The camera on the {} is decent.,2016-08-09 21:06:52,neutral
Samsung Galaxy,Really happy with the performance of my new {}.,2016-09-06 19:00:10,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-08-06 06:08:16,neutral
OnePlus,My {} is slower than expected.,2016-09-28 13:22:57,negative
Xiaomi,The camera on the {} is disappointing.,2016-09-15 04:33:26,negative
Google Pixel,Having some issues with my {}. Anyone else?,2016-09-06 14:50:01,neutral
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-08-12 03:26:11,neutral
Samsung Galaxy,Battery life on the {} could be better.,2016-09-11 09:11:31,neutral
Google Pixel,The display on the {} is okay.,2016-08-19 15:08:14,neutral
Samsung Galaxy,Why is my {} overheating?,2016-09-10 10:48:38,negative
Xiaomi,The {} has exceeded my expectations!,2016-08-22 22:03:02,positive
Xiaomi,The camera quality on the {} is amazing.,2016-07-29 15:31:45,positive
Google Pixel,Having some issues with my {}. Anyone else?,2016-09-15 23:45:06,neutral
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-18 05:19:10,neutral
OnePlus,Why is my {} overheating?,2016-09-16 23:13:11,negative
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-28 07:12:12,negative
iPhone,The camera on the {} is decent.,2016-07-22 08:34:31,neutral
OnePlus,"The camera quality is decent, but could be better.",2016-09-09 09:51:04,neutral
OnePlus,The display on the {} is okay.,2016-09-22 22:30:59,neutral
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-04 16:17:11,negative
Xiaomi,Touchscreen on my {} is unresponsive at times.,2016-07-19 09:52:54,negative
Xiaomi,I regret buying the {}. Not worth the money.,2016-07-28 17:30:23,negative
Xiaomi,Battery life on the {} is excellent.,2016-09-02 16:58:02,positive
Google Pixel,Experiencing connectivity issues with the {}.,2016-08-14 05:17:16,neutral
Samsung Galaxy,My {} is slower than expected.,2016-09-17 20:55:38,negative
OnePlus,"The camera quality is decent, but could be better.",2016-09-18 09:55:13,neutral
Samsung Galaxy,My {} is slower than expected.,2016-07-26 02:36:04,negative
iPhone,The {} keeps crashing. Frustrated!,2016-09-18 13:00:30,negative
Samsung Galaxy,The display on the {} is okay.,2016-07-18 03:21:42,neutral
iPhone,The camera on the {} is disappointing.,2016-08-25 04:43:58,negative
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-09-16 02:04:34,negative
iPhone,The phone's build quality feels cheap and fragile.,2016-07-03 09:49:59,negative
iPhone,My {} is slower than expected.,2016-07-31 00:56:47,neutral
Google Pixel,The phone's build quality feels cheap and fragile.,2016-08-19 02:28:58,negative
iPhone,The battery life of this phone is amazing! Lasts all day.,2016-09-22 14:09:32,positive
Xiaomi,The battery life of this phone is amazing! Lasts all day.,2016-09-17 04:47:26,positive
Xiaomi,Having some issues with my {}. Anyone else?,2016-07-18 10:04:03,neutral
Google Pixel,The {} is really sleek and fast.,2016-07-16 17:52:51,positive
iPhone,My {} is slower than expected.,2016-07-31 06:19:29,neutral
iPhone,I'm impressed with the build quality of the {}.,2016-07-30 21:32:32,positive
Xiaomi,Experiencing connectivity issues with the {}.,2016-07-22 22:24:45,neutral
Xiaomi,"The camera quality is decent, but could be better.",2016-07-05 06:35:15,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-08-31 10:45:06,negative
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-07-18 09:28:03,positive
Google Pixel,The display on the {} is okay.,2016-08-29 15:33:29,neutral
iPhone,Battery life on the {} could be better.,2016-07-25 05:14:21,neutral
iPhone,My {} is slower than expected.,2016-08-12 07:45:43,negative
iPhone,The camera quality on the {} is amazing.,2016-08-13 09:41:29,positive
Samsung Galaxy,My {} runs all my apps smoothly.,2016-08-23 07:33:33,positive
OnePlus,"The display is so vibrant and clear, absolutely love it!",2016-08-11 23:35:50,positive
iPhone,My {} is slower than expected.,2016-08-09 04:29:06,neutral
OnePlus,I hate how slow the phone gets after a few months.,2016-09-24 11:29:13,negative
OnePlus,I hate how slow the phone gets after a few months.,2016-07-14 13:21:06,negative
Samsung Galaxy,Having some issues with my {}. Anyone else?,2016-07-06 16:10:57,neutral
iPhone,My {} is slower than expected.,2016-08-22 18:02:16,negative
OnePlus,The camera quality on the {} is amazing.,2016-08-03 16:51:31,positive
iPhone,The {} is a great value for the price.,2016-07-24 08:26:31,positive
OnePlus,Really happy with the performance of my new {}.,2016-07-21 19:10:45,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-07-22 08:11:42,positive
iPhone,Touchscreen on my {} is unresponsive at times.,2016-08-28 07:05:56,neutral
Google Pixel,The camera quality on the {} is amazing.,2016-09-10 22:20:01,positive
Google Pixel,The display on the {} is okay.,2016-08-16 18:28:58,neutral
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-08-30 02:10:11,positive
OnePlus,"It's a good phone, but the speaker isn't very loud.",2016-09-04 17:57:27,neutral
Xiaomi,My {} runs all my apps smoothly.,2016-07-26 07:31:59,positive
iPhone,The battery life of this phone is amazing! Lasts all day.,2016-07-01 02:09:09,positive
Xiaomi,The battery life of this phone is amazing! Lasts all day.,2016-07-25 08:57:00,positive
iPhone,Battery life on the {} is excellent.,2016-08-27 07:16:05,positive
Google Pixel,The camera quality on the {} is amazing.,2016-08-19 15:58:00,positive
iPhone,I'm impressed with the build quality of the {}.,2016-08-04 04:35:43,positive
OnePlus,My {} is slower than expected.,2016-08-18 05:54:29,negative
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-12 20:01:04,neutral
Samsung Galaxy,The camera quality on the {} is amazing.,2016-07-27 18:27:22,positive
OnePlus,The battery life of this phone is amazing! Lasts all day.,2016-08-28 20:33:35,positive
Google Pixel,"Loving the new software update, everything runs smoother.",2016-09-05 14:47:16,positive
Xiaomi,The {} keeps crashing. Frustrated!,2016-09-07 21:49:39,negative
Samsung Galaxy,Not too impressed with the {}. Expected more.,2016-07-08 02:01:14,neutral
OnePlus,Why is my {} overheating?,2016-07-09 03:17:16,negative
Google Pixel,The display on the {} is okay.,2016-08-31 17:37:35,neutral
Xiaomi,"Loving the new software update, everything runs smoother.",2016-09-19 15:38:38,positive
Samsung Galaxy,My {} runs all my apps smoothly.,2016-07-11 16:00:49,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",2016-07-22 20:30:47,positive
Google Pixel,"Loving the new software update, everything runs smoother.",2016-09-26 15:48:48,positive
OnePlus,Battery life on the {} could be better.,2016-07-02 18:06:25,neutral
Samsung Galaxy,"Loving the new software update, everything runs smoother.",2016-08-10 15:04:44,positive
Google Pixel,Battery life on the {} could be better.,2016-09-14 00:20:14,neutral
Xiaomi,I'm impressed with the build quality of the {}.,2016-09-05 11:15:48,positive
Xiaomi,The phone's build quality feels cheap and fragile.,2016-08-17 01:13:53,negative
iPhone,The display on the {} is okay.,2016-08-19 05:27:03,neutral
Samsung Galaxy,The phone's build quality feels cheap and fragile.,2016-09-24 20:13:00,negative
Google Pixel,Why is my {} overheating?,2016-09-09 10:55:06,negative
Samsung Galaxy,My {} runs all my apps smoothly.,2016-07-31 02:54:43,positive
iPhone,Why is my {} overheating?,2016-09-28 05:48:04,negative
iPhone,The {} is a great value for the price.,2016-07-27 11:15:24,positive
Xiaomi,Not too impressed with the {}. Expected more.,2016-07-14 07:21:41,neutral
Google Pixel,The phone's build quality feels cheap and fragile.,2016-09-06 02:42:42,negative
OnePlus,The camera on the {} is decent.,2016-08-25 08:56:57,neutral
OnePlus,The camera on the {} is disappointing.,2016-07-11 06:41:01,negative
iPhone,I'm impressed with the build quality of the {}.,2016-08-30 17:57:16,positive
OnePlus,My {} is slower than expected.,2016-08-30 17:27:14,negative
Xiaomi,"The display is so vibrant and clear, absolutely love it!",2016-07-08 04:30:37,positive
Google Pixel,"Loving the new software update, everything runs smoother.",2016-07-29 04:22:30,positive
OnePlus,Not too impressed with the {}. Expected more.,2016-07-06 02:00:13,neutral
Google Pixel,Not too impressed with the {}. Expected more.,2016-09-20 23:01:02,neutral
Xiaomi,The {} has exceeded my expectations!,2016-07-17 04:56:20,positive
Google Pixel,My {} is slower than expected.,2016-09-22 13:18:40,negative
Samsung Galaxy,I hate how slow the phone gets after a few months.,2016-08-04 22:10:23,negative
OnePlus,Really happy with the performance of my new {}.,2016-08-19 15:44:15,positive
Xiaomi,Having some issues with my {}. Anyone else?,2016-08-18 07:49:02,neutral
Xiaomi,The display on the {} is okay.,2016-07-01 15:58:49,neutral
Google Pixel,I hate how slow the phone gets after a few months.,2016-09-08 16:23:00,negative
Google Pixel,The display on the {} is okay.,2016-07-06 08:32:39,neutral
Xiaomi,I'm impressed with the build quality of the {}.,2016-07-07 09:57:31,positive
Xiaomi,My {} is slower than expected.,2016-07-14 15:29:38,neutral
Xiaomi,I'm impressed with the build quality of the {}.,2016-07-22 15:10:28,positive
Xiaomi,I hate how slow the phone gets after a few months.,2016-07-14 18:39:45,negative
Google Pixel,The {} keeps crashing. Frustrated!,2016-08-11 07:48:06,negative
Xiaomi,The camera on the {} is disappointing.,2016-08-08 19:04:37,negative
Google Pixel,"It's a good phone, but the speaker isn't very loud.",2016-07-30 22:18:33,neutral
iPhone,The phone heats up too quickly during gaming sessions.,2016-09-05 17:20:37,negative
Google Pixel,Experiencing connectivity issues with the {}.,2016-08-19 15:06:50,neutral
iPhone,My {} runs all my apps smoothly.,2016-08-28 22:55:08,positive
Xiaomi,The {} is a great value for the price.,2016-09-13 13:29:22,positive
Google Pixel,Battery life on the {} could be better.,2016-08-20 16:44:27,neutral
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-03 06:01:31,positive
Xiaomi,The {} is a great value for the price.,2016-09-27 23:20:53,positive
Xiaomi,"It's a good phone, but the speaker isn't very loud.",2016-08-27 06:59:14,neutral
Samsung Galaxy,Touchscreen on my {} is unresponsive at times.,2016-07-14 17:07:51,negative
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-09-06 20:31:11,negative
Samsung Galaxy,The phone's build quality feels cheap and fragile.,2016-09-03 05:23:31,negative
Google Pixel,I regret buying the {}. Not worth the money.,2016-09-22 02:13:29,negative
OnePlus,The phone's build quality feels cheap and fragile.,2016-08-01 15:32:25,negative
OnePlus,The {} keeps crashing. Frustrated!,2016-09-18 03:00:46,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",2016-08-30 08:12:37,positive
Samsung Galaxy,Battery life on the {} could be better.,2016-08-04 03:56:45,neutral
Xiaomi,The camera on the {} is disappointing.,2016-08-26 14:02:51,negative
Xiaomi,The {} is really sleek and fast.,2016-07-21 02:28:23,positive
Google Pixel,Battery life on the {} is excellent.,2016-09-05 07:23:08,positive
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-09-18 22:14:01,neutral
OnePlus,The camera quality on the {} is amazing.,2016-07-25 01:35:18,positive
iPhone,"Loving the new software update, everything runs smoother.",2016-08-03 20:28:39,positive
Google Pixel,My {} is slower than expected.,2016-09-25 10:05:51,negative
iPhone,I'm impressed with the build quality of the {}.,2016-07-10 04:59:44,positive
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-06 19:06:30,neutral
OnePlus,The phone's build quality feels cheap and fragile.,2016-07-18 22:07:59,negative
OnePlus,Having some issues with my {}. Anyone else?,2016-09-01 10:56:46,neutral
OnePlus,Experiencing connectivity issues with the {}.,2016-07-24 07:10:22,negative
Samsung Galaxy,The camera on the {} is disappointing.,2016-07-23 22:46:56,negative
OnePlus,The phone heats up too quickly during gaming sessions.,2016-07-12 05:19:14,negative
Samsung Galaxy,The camera on the {} is disappointing.,2016-08-30 05:51:17,negative
Samsung Galaxy,The {} has exceeded my expectations!,2016-09-17 16:15:28,positive
iPhone,The phone's build quality feels cheap and fragile.,2016-07-20 11:58:33,negative
Google Pixel,I hate how slow the phone gets after a few months.,2016-07-11 15:10:35,negative
iPhone,The camera quality on the {} is amazing.,2016-07-05 22:55:38,positive
Google Pixel,The {} is a great value for the price.,2016-08-24 22:25:56,positive
iPhone,The camera on the {} is decent.,2016-08-29 16:56:36,neutral
OnePlus,The phone's build quality feels cheap and fragile.,2016-07-19 10:32:33,negative
iPhone,The battery life of this phone is amazing! Lasts all day.,2016-08-11 04:13:15,positive
Google Pixel,The phone heats up too quickly during gaming sessions.,2016-08-27 15:15:41,negative
Google Pixel,The {} is a great value for the price.,2016-09-26 20:39:42,positive
OnePlus,My {} runs all my apps smoothly.,2016-07-04 08:06:47,positive
iPhone,I regret buying the {}. Not worth the money.,2016-09-01 14:53:32,negative
Xiaomi,The camera on the {} is decent.,2016-08-04 17:54:09,neutral
OnePlus,Why is my {} overheating?,2016-08-08 20:18:15,negative
OnePlus,Having some issues with my {}. Anyone else?,2016-08-26 00:01:24,neutral
OnePlus,My {} is slower than expected.,2016-08-31 04:13:14,negative
iPhone,Really happy with the performance of my new {}.,2016-09-13 23:16:37,positive
iPhone,The camera on the {} is decent.,2016-09-15 13:56:47,neutral
Samsung Galaxy,Battery life on the {} is excellent.,2016-08-25 05:05:16,positive
Xiaomi,"The display is so vibrant and clear, absolutely love it!",2016-08-31 05:56:47,positive
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-07-21 03:51:56,negative
Xiaomi,Experiencing connectivity issues with the {}.,2016-08-21 05:50:24,neutral
OnePlus,Touchscreen on my {} is unresponsive at times.,2016-09-01 14:14:01,negative
Samsung Galaxy,My {} is slower than expected.,2016-08-27 20:13:31,neutral
Samsung Galaxy,The {} keeps crashing. Frustrated!,2016-09-06 11:07:08,negative
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,2016-07-06 10:41:59,positive
Xiaomi,Having some issues with my {}. Anyone else?,2016-08-12 01:14:47,neutral
OnePlus,My {} is slower than expected.,2016-09-25 04:11:30,neutral
OnePlus,I'm impressed with the build quality of the {}.,2016-08-23 04:02:47,positive
Samsung Galaxy,I regret buying the {}. Not worth the money.,2016-08-05 07:54:04,negative
Google Pixel,Experiencing connectivity issues with the {}.,2016-09-29 20:45:03,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",2016-08-29 00:16:03,positive
iPhone,"Loving the new software update, everything runs smoother.",2016-08-02 20:44:42,positive
Samsung Galaxy,Experiencing connectivity issues with the {}.,2016-08-26 13:44:20,neutral
Xiaomi,Experiencing connectivity issues with the {}.,2016-08-01 04:31:07,negative
Google Pixel,Touchscreen on my {} is unresponsive at times.,2016-07-19 19:19:20,neutral
iPhone,Touchscreen on my {} is unresponsive at times.,2016-07-14 18:17:38,negative
Samsung Galaxy,The {} is a great value for the price.,2016-07-11 03:07:22,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,2016-08-13 09:05:27,negative
Google Pixel,The {} has exceeded my expectations!,2016-08-09 00:51:58,positive
