product,content,date_time,sentiment
Google Pixel,The phone heats up too quickly during gaming sessions.,7/30/2016 3:24,negative
iPhone,"The display is so vibrant and clear, absolutely love it!",8/24/2016 1:09,positive
Samsung Galaxy,"The camera quality is decent, but could be better.",9/4/2016 3:39,neutral
iPhone,"Great value for money, highly recommend this phone.",7/19/2016 4:25,positive
OnePlus,The battery life of this phone is amazing! Lasts all day.,8/18/2016 21:23,positive
OnePlus,The fast charging feature is a lifesaver.,9/26/2016 10:04,positive
Xiaomi,The phone's battery drains quickly when using 5G.,9/9/2016 2:26,negative
OnePlus,The fast charging feature is a lifesaver.,7/7/2016 20:10,positive
OnePlus,The sound quality during calls is not very clear.,7/23/2016 6:15,negative
Xiaomi,The sound quality during calls is not very clear.,8/13/2016 18:22,negative
OnePlus,The phone heats up too quickly during gaming sessions.,7/2/2016 20:57,negative
Samsung Galaxy,The phone's software is full of bugs.,8/9/2016 5:33,negative
iPhone,The sound quality during calls is not very clear.,8/4/2016 6:18,negative
iPhone,The night mode camera feature is impressive.,7/19/2016 15:58,positive
Samsung Galaxy,"It's a good phone, but the speaker isn't very loud.",9/4/2016 2:00,neutral
Xiaomi,The phone heats up too quickly during gaming sessions.,7/19/2016 21:38,negative
OnePlus,The phone heats up too quickly during gaming sessions.,9/1/2016 13:37,negative
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",8/28/2016 18:34,positive
Xiaomi,The fingerprint sensor is slow to respond.,7/11/2016 8:16,negative
Google Pixel,The night mode camera feature is impressive.,9/14/2016 19:06,positive
Samsung Galaxy,Satisfied with the overall performance of this phone.,8/9/2016 4:39,neutral
Samsung Galaxy,The phone's battery drains quickly when using 5G.,7/20/2016 14:33,negative
OnePlus,The face recognition feature is really fast and accurate.,9/23/2016 1:20,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",7/12/2016 3:26,positive
OnePlus,The battery life of this phone is amazing! Lasts all day.,9/12/2016 6:20,positive
OnePlus,The phone often lags when switching between apps.,8/18/2016 3:49,negative
Samsung Galaxy,The phone's software is full of bugs.,8/30/2016 10:41,negative
OnePlus,The face recognition feature is really fast and accurate.,7/5/2016 20:06,positive
Google Pixel,"Loving the new software update, everything runs smoother.",8/27/2016 14:51,positive
Google Pixel,"The display is so vibrant and clear, absolutely love it!",8/28/2016 0:42,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",7/21/2016 8:05,positive
OnePlus,The fingerprint sensor is slow to respond.,8/15/2016 11:47,negative
Samsung Galaxy,"Loving the new software update, everything runs smoother.",9/24/2016 18:32,positive
OnePlus,I hate how slow the phone gets after a few months.,9/27/2016 6:34,negative
Xiaomi,"The display is so vibrant and clear, absolutely love it!",9/17/2016 8:36,positive
Xiaomi,The phone heats up too quickly during gaming sessions.,7/16/2016 19:09,negative
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",9/15/2016 9:24,neutral
Xiaomi,Satisfied with the overall performance of this phone.,8/27/2016 12:46,neutral
Google Pixel,The fingerprint sensor is slow to respond.,9/3/2016 5:04,negative
Google Pixel,The phone's build quality feels cheap and fragile.,7/9/2016 13:37,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,9/28/2016 10:00,negative
iPhone,"The display is so vibrant and clear, absolutely love it!",7/20/2016 16:33,positive
Google Pixel,The phone often lags when switching between apps.,8/27/2016 6:19,negative
iPhone,I hate how slow the phone gets after a few months.,7/4/2016 1:21,negative
Samsung Galaxy,The fingerprint sensor is slow to respond.,8/18/2016 4:51,negative
iPhone,The night mode camera feature is impressive.,9/10/2016 8:18,positive
OnePlus,"Loving the new software update, everything runs smoother.",8/10/2016 19:58,positive
Google Pixel,The phone often lags when switching between apps.,9/19/2016 4:25,negative
OnePlus,I hate how slow the phone gets after a few months.,9/15/2016 14:16,negative
iPhone,The night mode camera feature is impressive.,9/10/2016 15:23,positive
Google Pixel,"Great value for money, highly recommend this phone.",8/9/2016 14:39,positive
Xiaomi,The phone's design is sleek and modern.,9/28/2016 3:19,positive
OnePlus,The fingerprint sensor is slow to respond.,9/12/2016 20:26,negative
OnePlus,The phone's software is full of bugs.,9/28/2016 15:25,negative
Google Pixel,The night mode camera feature is impressive.,9/20/2016 6:36,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",9/20/2016 9:46,neutral
Samsung Galaxy,The phone's build quality feels cheap and fragile.,7/26/2016 17:59,negative
Xiaomi,"Loving the new software update, everything runs smoother.",8/11/2016 7:38,positive
Samsung Galaxy,The phone often lags when switching between apps.,9/25/2016 7:16,negative
Xiaomi,The phone often lags when switching between apps.,7/6/2016 11:44,negative
iPhone,The phone's build quality feels cheap and fragile.,9/3/2016 3:45,negative
Samsung Galaxy,The fast charging feature is a lifesaver.,8/17/2016 13:22,positive
OnePlus,I hate how slow the phone gets after a few months.,9/23/2016 18:02,negative
OnePlus,The phone heats up too quickly during gaming sessions.,7/8/2016 15:45,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",8/9/2016 13:44,positive
OnePlus,"The display is so vibrant and clear, absolutely love it!",8/22/2016 7:46,positive
OnePlus,The phone heats up too quickly during gaming sessions.,8/30/2016 3:52,negative
Samsung Galaxy,The face recognition feature is really fast and accurate.,8/6/2016 7:27,positive
iPhone,The fingerprint sensor is slow to respond.,8/20/2016 12:38,negative
Google Pixel,"The camera quality is decent, but could be better.",8/21/2016 22:30,neutral
Xiaomi,The phone's design is sleek and modern.,8/10/2016 0:04,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",8/13/2016 19:27,neutral
Xiaomi,Satisfied with the overall performance of this phone.,7/29/2016 3:04,neutral
Samsung Galaxy,The phone's design is sleek and modern.,9/29/2016 10:42,positive
Samsung Galaxy,The phone often lags when switching between apps.,7/20/2016 13:24,negative
Xiaomi,"Loving the new software update, everything runs smoother.",7/29/2016 21:50,positive
OnePlus,The phone's software is full of bugs.,9/5/2016 8:08,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",8/1/2016 14:15,neutral
Samsung Galaxy,The sound quality during calls is not very clear.,9/16/2016 20:02,negative
iPhone,The phone's software is full of bugs.,8/7/2016 10:53,negative
OnePlus,Satisfied with the overall performance of this phone.,7/13/2016 15:41,neutral
OnePlus,"The display is so vibrant and clear, absolutely love it!",8/30/2016 3:01,positive
Xiaomi,"Good phone, but it lacks a headphone jack.",8/9/2016 18:51,neutral
OnePlus,I hate how slow the phone gets after a few months.,7/1/2016 7:25,negative
Xiaomi,The phone's battery drains quickly when using 5G.,9/4/2016 6:51,negative
iPhone,"Great value for money, highly recommend this phone.",8/2/2016 10:22,positive
Samsung Galaxy,The fast charging feature is a lifesaver.,8/21/2016 3:53,positive
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",9/27/2016 17:01,neutral
Google Pixel,I hate how slow the phone gets after a few months.,7/7/2016 0:34,negative
iPhone,The battery life of this phone is amazing! Lasts all day.,7/10/2016 20:38,positive
iPhone,The phone's design is sleek and modern.,7/13/2016 15:03,positive
Google Pixel,"Loving the new software update, everything runs smoother.",7/4/2016 9:26,positive
iPhone,"Loving the new software update, everything runs smoother.",8/17/2016 5:18,positive
Google Pixel,"Good phone, but it lacks a headphone jack.",9/29/2016 20:15,neutral
Google Pixel,"Great value for money, highly recommend this phone.",7/8/2016 9:38,positive
iPhone,"Loving the new software update, everything runs smoother.",8/12/2016 15:42,positive
iPhone,The phone often lags when switching between apps.,7/26/2016 3:49,negative
Google Pixel,"The display is so vibrant and clear, absolutely love it!",8/23/2016 1:32,positive
OnePlus,The phone's build quality feels cheap and fragile.,8/7/2016 19:18,negative
iPhone,The night mode camera feature is impressive.,9/18/2016 10:22,positive
Samsung Galaxy,The phone's battery drains quickly when using 5G.,7/27/2016 1:24,negative
iPhone,The night mode camera feature is impressive.,9/8/2016 21:38,positive
Samsung Galaxy,"Loving the new software update, everything runs smoother.",9/21/2016 21:53,positive
Google Pixel,"The display is so vibrant and clear, absolutely love it!",7/27/2016 15:44,positive
Samsung Galaxy,The night mode camera feature is impressive.,8/12/2016 11:34,positive
Xiaomi,The phone's software is full of bugs.,9/17/2016 12:23,negative
OnePlus,"The camera quality is decent, but could be better.",8/14/2016 5:15,neutral
Google Pixel,The fast charging feature is a lifesaver.,7/16/2016 19:59,positive
Xiaomi,"It's a good phone, but the speaker isn't very loud.",9/12/2016 3:11,neutral
OnePlus,The phone's battery drains quickly when using 5G.,7/24/2016 13:40,negative
Xiaomi,"It's a good phone, but the speaker isn't very loud.",9/20/2016 13:20,neutral
iPhone,"The camera quality is decent, but could be better.",7/10/2016 17:28,neutral
Google Pixel,Satisfied with the overall performance of this phone.,7/19/2016 19:20,neutral
OnePlus,"Great value for money, highly recommend this phone.",9/16/2016 13:11,positive
Samsung Galaxy,I hate how slow the phone gets after a few months.,8/17/2016 5:42,negative
Xiaomi,The fingerprint sensor is slow to respond.,7/6/2016 17:02,negative
Google Pixel,The phone's battery drains quickly when using 5G.,9/18/2016 15:42,negative
Google Pixel,"It's a good phone, but the speaker isn't very loud.",8/9/2016 3:35,neutral
Xiaomi,Satisfied with the overall performance of this phone.,9/3/2016 1:15,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",8/25/2016 5:21,positive
Samsung Galaxy,"The camera quality is decent, but could be better.",9/7/2016 16:40,neutral
Google Pixel,The phone heats up too quickly during gaming sessions.,9/24/2016 11:07,negative
Google Pixel,The sound quality during calls is not very clear.,8/31/2016 3:33,negative
Google Pixel,The fingerprint sensor is slow to respond.,9/23/2016 15:04,negative
Google Pixel,The sound quality during calls is not very clear.,9/27/2016 13:32,negative
iPhone,"Loving the new software update, everything runs smoother.",8/30/2016 22:01,positive
iPhone,The phone's build quality feels cheap and fragile.,8/18/2016 4:13,negative
Google Pixel,The phone's build quality feels cheap and fragile.,7/8/2016 12:06,negative
OnePlus,"It's a good phone, but the speaker isn't very loud.",9/13/2016 8:36,neutral
OnePlus,The phone often lags when switching between apps.,8/14/2016 20:43,negative
Samsung Galaxy,The phone often lags when switching between apps.,7/8/2016 16:14,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,8/24/2016 3:45,negative
OnePlus,"Loving the new software update, everything runs smoother.",8/25/2016 10:09,positive
Google Pixel,The phone's design is sleek and modern.,7/17/2016 23:04,positive
Google Pixel,"Great value for money, highly recommend this phone.",8/7/2016 16:24,positive
Google Pixel,"The display is so vibrant and clear, absolutely love it!",7/6/2016 2:34,positive
Samsung Galaxy,The phone's build quality feels cheap and fragile.,8/31/2016 20:24,negative
Xiaomi,The fingerprint sensor is slow to respond.,8/11/2016 1:45,negative
Google Pixel,The phone's software is full of bugs.,9/21/2016 7:45,negative
Samsung Galaxy,Satisfied with the overall performance of this phone.,8/19/2016 7:50,neutral
Xiaomi,"The display is so vibrant and clear, absolutely love it!",7/2/2016 21:13,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",9/11/2016 18:30,neutral
OnePlus,"Loving the new software update, everything runs smoother.",7/17/2016 2:05,positive
OnePlus,The sound quality during calls is not very clear.,8/7/2016 8:47,negative
iPhone,The phone heats up too quickly during gaming sessions.,7/24/2016 8:46,negative
OnePlus,Satisfied with the overall performance of this phone.,9/7/2016 15:43,neutral
Xiaomi,The fast charging feature is a lifesaver.,9/23/2016 0:20,positive
OnePlus,The sound quality during calls is not very clear.,8/22/2016 1:20,negative
OnePlus,The phone often lags when switching between apps.,8/12/2016 15:35,negative
OnePlus,The sound quality during calls is not very clear.,8/17/2016 11:13,negative
Xiaomi,"Good phone, but it lacks a headphone jack.",9/16/2016 3:34,neutral
Samsung Galaxy,"Loving the new software update, everything runs smoother.",7/6/2016 9:53,positive
iPhone,The face recognition feature is really fast and accurate.,9/2/2016 4:42,positive
Google Pixel,The battery life of this phone is amazing! Lasts all day.,9/24/2016 10:52,positive
Google Pixel,The face recognition feature is really fast and accurate.,9/21/2016 11:39,positive
Samsung Galaxy,The night mode camera feature is impressive.,7/22/2016 0:20,positive
Google Pixel,The fast charging feature is a lifesaver.,9/14/2016 14:18,positive
Samsung Galaxy,Satisfied with the overall performance of this phone.,9/21/2016 20:44,neutral
OnePlus,"The camera quality is decent, but could be better.",7/13/2016 7:52,neutral
Xiaomi,The night mode camera feature is impressive.,7/17/2016 19:07,positive
Xiaomi,"The camera quality is decent, but could be better.",7/22/2016 1:28,neutral
Google Pixel,I hate how slow the phone gets after a few months.,8/13/2016 13:07,negative
Xiaomi,"The display is so vibrant and clear, absolutely love it!",9/5/2016 7:24,positive
Google Pixel,"The display is so vibrant and clear, absolutely love it!",8/1/2016 3:16,positive
iPhone,The phone's software is full of bugs.,8/17/2016 10:03,negative
iPhone,The sound quality during calls is not very clear.,8/21/2016 23:24,negative
iPhone,Satisfied with the overall performance of this phone.,7/8/2016 20:35,neutral
iPhone,The face recognition feature is really fast and accurate.,7/9/2016 7:48,positive
Google Pixel,"The camera quality is decent, but could be better.",9/12/2016 21:08,neutral
Google Pixel,I hate how slow the phone gets after a few months.,8/11/2016 2:25,negative
Google Pixel,The fast charging feature is a lifesaver.,8/7/2016 0:26,positive
OnePlus,The fingerprint sensor is slow to respond.,9/22/2016 20:22,negative
OnePlus,The fast charging feature is a lifesaver.,7/24/2016 6:58,positive
Samsung Galaxy,The phone's battery drains quickly when using 5G.,9/19/2016 23:44,negative
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",9/26/2016 22:08,neutral
Samsung Galaxy,The fast charging feature is a lifesaver.,8/1/2016 5:17,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",9/20/2016 6:20,positive
Google Pixel,The phone's design is sleek and modern.,9/4/2016 14:04,positive
Google Pixel,The battery life of this phone is amazing! Lasts all day.,9/24/2016 23:36,positive
OnePlus,Satisfied with the overall performance of this phone.,7/13/2016 6:13,neutral
iPhone,"Good phone, but it lacks a headphone jack.",7/23/2016 15:27,neutral
Samsung Galaxy,I hate how slow the phone gets after a few months.,9/6/2016 23:52,negative
OnePlus,"The display is so vibrant and clear, absolutely love it!",8/9/2016 18:38,positive
Google Pixel,The face recognition feature is really fast and accurate.,9/25/2016 13:11,positive
Google Pixel,The phone often lags when switching between apps.,8/13/2016 4:44,negative
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,9/4/2016 0:49,positive
OnePlus,I hate how slow the phone gets after a few months.,9/29/2016 23:42,negative
iPhone,The sound quality during calls is not very clear.,9/11/2016 17:51,negative
iPhone,The night mode camera feature is impressive.,7/10/2016 1:43,positive
Xiaomi,The phone's design is sleek and modern.,8/1/2016 17:49,positive
Google Pixel,The night mode camera feature is impressive.,8/1/2016 20:22,positive
Xiaomi,"The camera quality is decent, but could be better.",7/28/2016 20:45,neutral
Samsung Galaxy,The fingerprint sensor is slow to respond.,7/16/2016 22:31,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,9/18/2016 7:20,negative
Google Pixel,The phone's build quality feels cheap and fragile.,7/4/2016 20:30,negative
Google Pixel,The phone's build quality feels cheap and fragile.,9/13/2016 5:57,negative
iPhone,"The display is so vibrant and clear, absolutely love it!",9/1/2016 19:39,positive
Xiaomi,The night mode camera feature is impressive.,8/12/2016 20:39,positive
OnePlus,The phone's build quality feels cheap and fragile.,9/1/2016 9:27,negative
OnePlus,"Great value for money, highly recommend this phone.",9/24/2016 6:28,positive
Google Pixel,"Loving the new software update, everything runs smoother.",9/19/2016 21:35,positive
Google Pixel,The phone's build quality feels cheap and fragile.,8/3/2016 2:08,negative
iPhone,I hate how slow the phone gets after a few months.,8/30/2016 7:33,negative
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,9/22/2016 23:52,positive
OnePlus,"The camera quality is decent, but could be better.",8/2/2016 0:03,neutral
Google Pixel,The phone's build quality feels cheap and fragile.,9/17/2016 19:35,negative
Samsung Galaxy,The night mode camera feature is impressive.,7/3/2016 22:20,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",9/11/2016 15:03,neutral
Google Pixel,The phone's build quality feels cheap and fragile.,7/23/2016 20:38,negative
Xiaomi,The face recognition feature is really fast and accurate.,9/10/2016 22:46,positive
OnePlus,The phone's battery drains quickly when using 5G.,9/27/2016 23:01,negative
OnePlus,The fast charging feature is a lifesaver.,8/26/2016 15:26,positive
Xiaomi,I hate how slow the phone gets after a few months.,8/30/2016 17:53,negative
Google Pixel,"Loving the new software update, everything runs smoother.",9/15/2016 4:19,positive
Xiaomi,"Loving the new software update, everything runs smoother.",7/14/2016 15:11,positive
Google Pixel,"It's a good phone, but the speaker isn't very loud.",7/8/2016 4:13,neutral
OnePlus,"It's a good phone, but the speaker isn't very loud.",7/4/2016 18:10,neutral
Samsung Galaxy,The phone's design is sleek and modern.,8/5/2016 20:36,positive
iPhone,The sound quality during calls is not very clear.,9/18/2016 1:22,negative
iPhone,The phone's design is sleek and modern.,7/23/2016 4:05,positive
OnePlus,The night mode camera feature is impressive.,7/25/2016 8:33,positive
iPhone,"The camera quality is decent, but could be better.",8/15/2016 19:08,neutral
Google Pixel,Satisfied with the overall performance of this phone.,9/21/2016 7:50,neutral
Samsung Galaxy,The fast charging feature is a lifesaver.,7/22/2016 19:09,positive
OnePlus,"The camera quality is decent, but could be better.",7/25/2016 22:53,neutral
OnePlus,"The display is so vibrant and clear, absolutely love it!",8/23/2016 16:12,positive
iPhone,The fingerprint sensor is slow to respond.,9/12/2016 12:51,negative
OnePlus,The phone's build quality feels cheap and fragile.,8/10/2016 0:11,negative
Google Pixel,The phone heats up too quickly during gaming sessions.,9/4/2016 23:45,negative
Google Pixel,The phone often lags when switching between apps.,9/27/2016 21:20,negative
Samsung Galaxy,The battery life of this phone is amazing! Lasts all day.,8/20/2016 15:33,positive
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",7/12/2016 14:59,positive
Google Pixel,The fingerprint sensor is slow to respond.,8/14/2016 20:27,negative
Xiaomi,The fingerprint sensor is slow to respond.,7/13/2016 12:18,negative
Google Pixel,The night mode camera feature is impressive.,9/23/2016 21:51,positive
Samsung Galaxy,"The camera quality is decent, but could be better.",9/10/2016 9:18,neutral
Google Pixel,The phone's software is full of bugs.,8/9/2016 23:33,negative
Xiaomi,The phone often lags when switching between apps.,9/9/2016 5:46,negative
Google Pixel,The phone's battery drains quickly when using 5G.,7/1/2016 11:02,negative
iPhone,The sound quality during calls is not very clear.,7/17/2016 23:28,negative
OnePlus,I hate how slow the phone gets after a few months.,8/6/2016 12:59,negative
Samsung Galaxy,"The display is so vibrant and clear, absolutely love it!",7/26/2016 15:40,positive
Xiaomi,The night mode camera feature is impressive.,7/11/2016 20:55,positive
iPhone,The phone's design is sleek and modern.,7/7/2016 8:04,positive
iPhone,"It's a good phone, but the speaker isn't very loud.",9/27/2016 2:30,neutral
Samsung Galaxy,"Good phone, but it lacks a headphone jack.",8/31/2016 18:03,neutral
iPhone,The battery life of this phone is amazing! Lasts all day.,8/19/2016 14:38,positive
iPhone,The sound quality during calls is not very clear.,9/26/2016 22:49,negative
Google Pixel,The battery life of this phone is amazing! Lasts all day.,9/18/2016 22:10,positive
Google Pixel,The face recognition feature is really fast and accurate.,9/20/2016 16:02,positive
Samsung Galaxy,The phone's software is full of bugs.,9/8/2016 20:01,negative
iPhone,The battery life of this phone is amazing! Lasts all day.,7/8/2016 1:17,positive
Samsung Galaxy,The fingerprint sensor is slow to respond.,8/7/2016 21:41,negative
Samsung Galaxy,I hate how slow the phone gets after a few months.,8/24/2016 11:30,negative
iPhone,The phone often lags when switching between apps.,7/4/2016 15:15,negative
iPhone,The phone's software is full of bugs.,7/19/2016 1:53,negative
iPhone,The fingerprint sensor is slow to respond.,8/4/2016 23:49,negative
OnePlus,The phone's build quality feels cheap and fragile.,7/31/2016 22:06,negative
OnePlus,The fingerprint sensor is slow to respond.,7/20/2016 11:28,negative
OnePlus,The phone's battery drains quickly when using 5G.,9/1/2016 0:22,negative
OnePlus,"The display is so vibrant and clear, absolutely love it!",7/10/2016 12:15,positive
OnePlus,The phone's software is full of bugs.,8/8/2016 6:26,negative
Xiaomi,The phone often lags when switching between apps.,8/22/2016 5:09,negative
Xiaomi,"The display is so vibrant and clear, absolutely love it!",7/13/2016 12:56,positive
Samsung Galaxy,The face recognition feature is really fast and accurate.,8/6/2016 19:49,positive
Xiaomi,The face recognition feature is really fast and accurate.,8/18/2016 7:09,positive
Google Pixel,I hate how slow the phone gets after a few months.,9/22/2016 10:42,negative
Samsung Galaxy,The phone's design is sleek and modern.,8/18/2016 7:42,positive
iPhone,The fast charging feature is a lifesaver.,8/21/2016 3:08,positive
iPhone,The face recognition feature is really fast and accurate.,7/30/2016 14:23,positive
Xiaomi,"It's a good phone, but the speaker isn't very loud.",8/6/2016 19:33,neutral
iPhone,"Loving the new software update, everything runs smoother.",9/28/2016 13:29,positive
Xiaomi,The phone's design is sleek and modern.,8/20/2016 17:48,positive
OnePlus,The phone often lags when switching between apps.,8/19/2016 22:39,negative
Xiaomi,"Loving the new software update, everything runs smoother.",9/13/2016 3:08,positive
Google Pixel,The phone's build quality feels cheap and fragile.,8/18/2016 22:44,negative
OnePlus,The phone's software is full of bugs.,7/30/2016 20:58,negative
Xiaomi,"The camera quality is decent, but could be better.",9/3/2016 16:05,neutral
Xiaomi,I hate how slow the phone gets after a few months.,7/27/2016 19:03,negative
iPhone,"The camera quality is decent, but could be better.",8/1/2016 19:43,neutral
Google Pixel,"It's a good phone, but the speaker isn't very loud.",7/19/2016 3:09,neutral
iPhone,"Loving the new software update, everything runs smoother.",7/25/2016 1:31,positive
Xiaomi,The phone's design is sleek and modern.,9/19/2016 16:44,positive
iPhone,Satisfied with the overall performance of this phone.,7/2/2016 23:24,neutral
Xiaomi,Satisfied with the overall performance of this phone.,9/19/2016 8:06,neutral
Xiaomi,The fingerprint sensor is slow to respond.,9/26/2016 21:29,negative
Xiaomi,The phone's build quality feels cheap and fragile.,9/4/2016 10:02,negative
Samsung Galaxy,"The camera quality is decent, but could be better.",8/27/2016 8:37,neutral
Samsung Galaxy,The phone's software is full of bugs.,9/17/2016 10:17,negative
Xiaomi,The phone's design is sleek and modern.,8/23/2016 10:35,positive
Samsung Galaxy,The night mode camera feature is impressive.,7/29/2016 4:01,positive
iPhone,The phone's software is full of bugs.,7/19/2016 1:31,negative
Google Pixel,The phone's software is full of bugs.,9/1/2016 3:30,negative
iPhone,"The camera quality is decent, but could be better.",9/19/2016 10:04,neutral
OnePlus,I hate how slow the phone gets after a few months.,7/20/2016 7:47,negative
OnePlus,The fast charging feature is a lifesaver.,9/26/2016 16:46,positive
Samsung Galaxy,The phone heats up too quickly during gaming sessions.,9/1/2016 8:07,negative
Samsung Galaxy,The phone's build quality feels cheap and fragile.,9/17/2016 17:57,negative
Xiaomi,The night mode camera feature is impressive.,8/3/2016 5:54,positive
Xiaomi,The fingerprint sensor is slow to respond.,7/28/2016 2:30,negative
Google Pixel,Satisfied with the overall performance of this phone.,9/4/2016 17:55,neutral
iPhone,The phone's software is full of bugs.,7/11/2016 2:58,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,9/21/2016 20:41,positive
iPhone,The phone heats up too quickly during gaming sessions.,8/5/2016 15:18,negative
iPhone,The phone's software is full of bugs.,7/11/2016 9:02,negative
iPhone,The face recognition feature is really fast and accurate.,7/24/2016 22:28,positive
Xiaomi,The phone's software is full of bugs.,7/9/2016 5:28,negative
OnePlus,The phone's software is full of bugs.,8/10/2016 4:32,negative
OnePlus,The battery life of this phone is amazing! Lasts all day.,7/31/2016 5:54,positive
iPhone,The face recognition feature is really fast and accurate.,7/25/2016 12:23,positive
Google Pixel,The phone's battery drains quickly when using 5G.,8/31/2016 20:54,negative
Xiaomi,The battery life of this phone is amazing! Lasts all day.,9/7/2016 3:03,positive
iPhone,I hate how slow the phone gets after a few months.,8/13/2016 4:46,negative
iPhone,The phone's build quality feels cheap and fragile.,9/25/2016 12:06,negative
